run,type,module,name,attrname,attrvalue,value
scenario_200-8-20210826-14:58:03-9280,param,,,**.configurator.interfaces,"""wlan0""",
scenario_200-8-20210826-14:58:03-9280,param,,,**.wlan[0].radio.transmitter.communicationRange,800000m,
scenario_200-8-20210826-14:58:03-9280,param,,,**.wlan[0].radio.receiver.ignoreInterference,true,
scenario_200-8-20210826-14:58:03-9280,param,,,**.wlan[*].radio.transmitter.interferenceRange,0m,
scenario_200-8-20210826-14:58:03-9280,param,,,**.wlan[*].radio.transmitter.detectionRange,800000m,
scenario_200-8-20210826-14:58:03-9280,param,,,**.wlan[0].radio.typename,"""TraceBasedRadio""",
scenario_200-8-20210826-14:58:03-9280,param,,,**.wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
scenario_200-8-20210826-14:58:03-9280,param,,,**.wlan[0].radio.receiver.Tx_power,42,
scenario_200-8-20210826-14:58:03-9280,param,,,**.wlan[0].radio.receiver.Tx_antenna_gain,3,
scenario_200-8-20210826-14:58:03-9280,param,,,**.wlan[0].radio.receiver.Rx_antenna_gain,3,
scenario_200-8-20210826-14:58:03-9280,param,,,**.wlan[0].radio.receiver.Tx_loss,4,
scenario_200-8-20210826-14:58:03-9280,param,,,**.wlan[0].radio.receiver.Rx_loss,4,
scenario_200-8-20210826-14:58:03-9280,param,,,**.wlan[0].radio.receiver.Noise_figure,6,
scenario_200-8-20210826-14:58:03-9280,param,,,**.wlan[0].radio.receiver.Thermal_noise_density,-174,
scenario_200-8-20210826-14:58:03-9280,param,,,**.wlan[0].radio.receiver.frequency,960,
scenario_200-8-20210826-14:58:03-9280,param,,,**.wlan[0].radio.receiver.SNR_margin,0,
scenario_200-8-20210826-14:58:03-9280,param,,,**.wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
scenario_200-8-20210826-14:58:03-9280,param,,,**.wlan[*].typename,"""TdmaInterface""",
scenario_200-8-20210826-14:58:03-9280,param,,,**.slotDuration,2ms,
scenario_200-8-20210826-14:58:03-9280,param,,,**.frameLength,10,
scenario_200-8-20210826-14:58:03-9280,param,,,**.wlan[*].mac.headerLength,23B,
scenario_200-8-20210826-14:58:03-9280,param,,,**.wlan[*].mac.ackTimeout,1.99ms,
scenario_200-8-20210826-14:58:03-9280,param,,,**.wlan[*].mac.numRetries,0,
scenario_200-8-20210826-14:58:03-9280,param,,,**.rlc.typename,"""DummyRlc""",
scenario_200-8-20210826-14:58:03-9280,param,,,*.aircraft[*].numApps,1,
scenario_200-8-20210826-14:58:03-9280,param,,,*.aircraft[*].app[*].typename,"""UdpTraceBasedApp""",
scenario_200-8-20210826-14:58:03-9280,param,,,*.aircraft[*].app[0].destAddresses,"""groundStation""",
scenario_200-8-20210826-14:58:03-9280,param,,,*.aircraft[*].app[0].traceFile,"""Simulation_data_100_aircraft/data-traffic/data_aircraft_"" + string(parentIndex()) + "".csv""",
scenario_200-8-20210826-14:58:03-9280,param,,,*.aircraft[*].app[0].destPort,1000,
scenario_200-8-20210826-14:58:03-9280,param,,,*.aircraft[*].app[0].messageLength,1000B,
scenario_200-8-20210826-14:58:03-9280,param,,,*.groundStation.numApps,1,
scenario_200-8-20210826-14:58:03-9280,param,,,*.groundStation.app[*].typename,"""UdpSink""",
scenario_200-8-20210826-14:58:03-9280,param,,,*.groundStation.app[*].localPort,1000,
scenario_200-0-20210826-14:53:48-18088,runattr,,,configname,scenario_200,
scenario_200-0-20210826-14:53:48-18088,runattr,,,datetime,20210826-14:53:48,
scenario_200-0-20210826-14:53:48-18088,runattr,,,experiment,scenario_200,
scenario_200-0-20210826-14:53:48-18088,runattr,,,inifile,omnet-summit.ini,
scenario_200-0-20210826-14:53:48-18088,runattr,,,iterationvars,,
scenario_200-0-20210826-14:53:48-18088,runattr,,,iterationvarsf,,
scenario_200-0-20210826-14:53:48-18088,runattr,,,measurement,,
scenario_200-0-20210826-14:53:48-18088,runattr,,,network,example_simulation,
scenario_200-0-20210826-14:53:48-18088,runattr,,,processid,18088,
scenario_200-0-20210826-14:53:48-18088,runattr,,,repetition,0,
scenario_200-0-20210826-14:53:48-18088,runattr,,,replication,#0,
scenario_200-0-20210826-14:53:48-18088,runattr,,,resultdir,results,
scenario_200-0-20210826-14:53:48-18088,runattr,,,runnumber,0,
scenario_200-0-20210826-14:53:48-18088,runattr,,,seedset,0,
scenario_200-0-20210826-14:53:48-18088,param,,,**.aircraft[*].mobility.typename,"""BonnMotionMobility""",
scenario_200-0-20210826-14:53:48-18088,param,,,**.aircraft[*].mobility.traceFile,"""Simulation_data_200_aircraft/mobility.txt""",
scenario_200-0-20210826-14:53:48-18088,param,,,**.aircraft[*].mobility.is3D,true,
scenario_200-0-20210826-14:53:48-18088,param,,,**.aircraft[*].mobility.nodeId,-1,
scenario_200-0-20210826-14:53:48-18088,param,,,*.scenarioManager.script,"xmldoc(""Simulation_data_200_aircraft/scenario.xml"")",
scenario_200-0-20210826-14:53:48-18088,param,,,*.aircraft[*].numApps,1,
scenario_200-0-20210826-14:53:48-18088,param,,,*.aircraft[*].app[*].typename,"""UdpTraceBasedApp""",
scenario_200-0-20210826-14:53:48-18088,param,,,*.aircraft[*].app[0].destAddresses,"""groundStation""",
scenario_200-0-20210826-14:53:48-18088,param,,,*.aircraft[*].app[0].traceFile,"""Simulation_data_200_aircraft/data-traffic/data_aircraft_"" + string(parentIndex()) + "".csv""",
scenario_200-0-20210826-14:53:48-18088,param,,,*.aircraft[*].app[0].destPort,1000,
scenario_200-0-20210826-14:53:48-18088,param,,,*.aircraft[*].app[0].messageLength,1000B,
scenario_200-0-20210826-14:53:48-18088,param,,,*.groundStation.numApps,1,
scenario_200-0-20210826-14:53:48-18088,param,,,*.groundStation.app[*].typename,"""UdpSink""",
scenario_200-0-20210826-14:53:48-18088,param,,,*.groundStation.app[*].localPort,1000,
scenario_200-0-20210826-14:53:48-18088,param,,,**.aircraft[*].mobility.constraintAreaMinX,0m,
scenario_200-0-20210826-14:53:48-18088,param,,,**.aircraft[*].mobility.constraintAreaMaxX,3000000m,
scenario_200-0-20210826-14:53:48-18088,param,,,**.aircraft[*].mobility.constraintAreaMinY,0m,
scenario_200-0-20210826-14:53:48-18088,param,,,**.aircraft[*].mobility.constraintAreaMaxY,1000000m,
scenario_200-0-20210826-14:53:48-18088,param,,,**.aircraft[*].mobility.constraintAreaMinZ,0m,
scenario_200-0-20210826-14:53:48-18088,param,,,**.aircraft[*].mobility.constraintAreaMaxZ,18000m,
scenario_200-0-20210826-14:53:48-18088,param,,,**.aircraft[*].mobility.typename,"""BonnMotionMobility""",
scenario_200-0-20210826-14:53:48-18088,param,,,**.aircraft[*].mobility.traceFile,"""Simulation_data_100_aircraft/mobility.txt""",
scenario_200-0-20210826-14:53:48-18088,param,,,**.aircraft[*].mobility.is3D,true,
scenario_200-0-20210826-14:53:48-18088,param,,,**.aircraft[*].mobility.nodeId,-1,
scenario_200-0-20210826-14:53:48-18088,param,,,*.scenarioManager.script,"xmldoc(""Simulation_data_100_aircraft/scenario.xml"")",
scenario_200-0-20210826-14:53:48-18088,param,,,**.ipv4.arp.typename,"""GlobalArp""",
scenario_200-0-20210826-14:53:48-18088,param,,,**.**.bitrate,100Mbps,
scenario_200-0-20210826-14:53:48-18088,param,,,**.configurator.typename,"""HostAutoConfigurator""",
scenario_200-0-20210826-14:53:48-18088,param,,,**.configurator.interfaces,"""wlan0""",
scenario_200-0-20210826-14:53:48-18088,param,,,**.wlan[0].radio.transmitter.communicationRange,800000m,
scenario_200-0-20210826-14:53:48-18088,param,,,**.wlan[0].radio.receiver.ignoreInterference,true,
scenario_200-0-20210826-14:53:48-18088,param,,,**.wlan[*].radio.transmitter.interferenceRange,0m,
scenario_200-0-20210826-14:53:48-18088,param,,,**.wlan[*].radio.transmitter.detectionRange,800000m,
scenario_200-0-20210826-14:53:48-18088,param,,,**.wlan[0].radio.typename,"""TraceBasedRadio""",
scenario_200-0-20210826-14:53:48-18088,param,,,**.wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
scenario_200-0-20210826-14:53:48-18088,param,,,**.wlan[0].radio.receiver.Tx_power,42,
scenario_200-0-20210826-14:53:48-18088,param,,,**.wlan[0].radio.receiver.Tx_antenna_gain,3,
scenario_200-0-20210826-14:53:48-18088,param,,,**.wlan[0].radio.receiver.Rx_antenna_gain,3,
scenario_200-0-20210826-14:53:48-18088,param,,,**.wlan[0].radio.receiver.Tx_loss,4,
scenario_200-0-20210826-14:53:48-18088,param,,,**.wlan[0].radio.receiver.Rx_loss,4,
scenario_200-0-20210826-14:53:48-18088,param,,,**.wlan[0].radio.receiver.Noise_figure,6,
scenario_200-0-20210826-14:53:48-18088,param,,,**.wlan[0].radio.receiver.Thermal_noise_density,-174,
scenario_200-0-20210826-14:53:48-18088,param,,,**.wlan[0].radio.receiver.frequency,960,
scenario_200-0-20210826-14:53:48-18088,param,,,**.wlan[0].radio.receiver.SNR_margin,0,
scenario_200-0-20210826-14:53:48-18088,param,,,**.wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
scenario_200-0-20210826-14:53:48-18088,param,,,**.wlan[*].typename,"""TdmaInterface""",
scenario_200-0-20210826-14:53:48-18088,param,,,**.slotDuration,2ms,
scenario_200-0-20210826-14:53:48-18088,param,,,**.frameLength,10,
scenario_200-0-20210826-14:53:48-18088,param,,,**.wlan[*].mac.headerLength,23B,
scenario_200-0-20210826-14:53:48-18088,param,,,**.wlan[*].mac.ackTimeout,1.99ms,
scenario_200-0-20210826-14:53:48-18088,param,,,**.wlan[*].mac.numRetries,0,
scenario_200-0-20210826-14:53:48-18088,param,,,**.rlc.typename,"""DummyRlc""",
scenario_200-0-20210826-14:53:48-18088,param,,,*.aircraft[*].numApps,1,
scenario_200-0-20210826-14:53:48-18088,param,,,*.aircraft[*].app[*].typename,"""UdpTraceBasedApp""",
scenario_200-0-20210826-14:53:48-18088,param,,,*.aircraft[*].app[0].destAddresses,"""groundStation""",
scenario_200-0-20210826-14:53:48-18088,param,,,*.aircraft[*].app[0].traceFile,"""Simulation_data_100_aircraft/data-traffic/data_aircraft_"" + string(parentIndex()) + "".csv""",
scenario_200-0-20210826-14:53:48-18088,param,,,*.aircraft[*].app[0].destPort,1000,
scenario_200-0-20210826-14:53:48-18088,param,,,*.aircraft[*].app[0].messageLength,1000B,
scenario_200-0-20210826-14:53:48-18088,param,,,*.groundStation.numApps,1,
scenario_200-0-20210826-14:53:48-18088,param,,,*.groundStation.app[*].typename,"""UdpSink""",
scenario_200-0-20210826-14:53:48-18088,param,,,*.groundStation.app[*].localPort,1000,
scenario_200-5-20210826-14:55:46-18856,runattr,,,configname,scenario_200,
scenario_200-5-20210826-14:55:46-18856,runattr,,,datetime,20210826-14:55:46,
scenario_200-5-20210826-14:55:46-18856,runattr,,,experiment,scenario_200,
scenario_200-5-20210826-14:55:46-18856,runattr,,,inifile,omnet-summit.ini,
scenario_200-5-20210826-14:55:46-18856,runattr,,,iterationvars,,
scenario_200-5-20210826-14:55:46-18856,runattr,,,iterationvarsf,,
scenario_200-5-20210826-14:55:46-18856,runattr,,,measurement,,
scenario_200-5-20210826-14:55:46-18856,runattr,,,network,example_simulation,
scenario_200-5-20210826-14:55:46-18856,runattr,,,processid,18856,
scenario_200-5-20210826-14:55:46-18856,runattr,,,repetition,5,
scenario_200-5-20210826-14:55:46-18856,runattr,,,replication,#5,
scenario_200-5-20210826-14:55:46-18856,runattr,,,resultdir,results,
scenario_200-5-20210826-14:55:46-18856,runattr,,,runnumber,5,
scenario_200-5-20210826-14:55:46-18856,runattr,,,seedset,5,
scenario_200-5-20210826-14:55:46-18856,param,,,**.aircraft[*].mobility.typename,"""BonnMotionMobility""",
scenario_200-5-20210826-14:55:46-18856,param,,,**.aircraft[*].mobility.traceFile,"""Simulation_data_200_aircraft/mobility.txt""",
scenario_200-5-20210826-14:55:46-18856,param,,,**.aircraft[*].mobility.is3D,true,
scenario_200-5-20210826-14:55:46-18856,param,,,**.aircraft[*].mobility.nodeId,-1,
scenario_200-5-20210826-14:55:46-18856,param,,,*.scenarioManager.script,"xmldoc(""Simulation_data_200_aircraft/scenario.xml"")",
scenario_200-5-20210826-14:55:46-18856,param,,,*.aircraft[*].numApps,1,
scenario_200-5-20210826-14:55:46-18856,param,,,*.aircraft[*].app[*].typename,"""UdpTraceBasedApp""",
scenario_200-5-20210826-14:55:46-18856,param,,,*.aircraft[*].app[0].destAddresses,"""groundStation""",
scenario_200-5-20210826-14:55:46-18856,param,,,*.aircraft[*].app[0].traceFile,"""Simulation_data_200_aircraft/data-traffic/data_aircraft_"" + string(parentIndex()) + "".csv""",
scenario_200-5-20210826-14:55:46-18856,param,,,*.aircraft[*].app[0].destPort,1000,
scenario_200-5-20210826-14:55:46-18856,param,,,*.aircraft[*].app[0].messageLength,1000B,
scenario_200-5-20210826-14:55:46-18856,param,,,*.groundStation.numApps,1,
scenario_200-5-20210826-14:55:46-18856,param,,,*.groundStation.app[*].typename,"""UdpSink""",
scenario_200-5-20210826-14:55:46-18856,param,,,*.groundStation.app[*].localPort,1000,
scenario_200-5-20210826-14:55:46-18856,param,,,**.aircraft[*].mobility.constraintAreaMinX,0m,
scenario_200-5-20210826-14:55:46-18856,param,,,**.aircraft[*].mobility.constraintAreaMaxX,3000000m,
scenario_200-5-20210826-14:55:46-18856,param,,,**.aircraft[*].mobility.constraintAreaMinY,0m,
scenario_200-5-20210826-14:55:46-18856,param,,,**.aircraft[*].mobility.constraintAreaMaxY,1000000m,
scenario_200-5-20210826-14:55:46-18856,param,,,**.aircraft[*].mobility.constraintAreaMinZ,0m,
scenario_200-5-20210826-14:55:46-18856,param,,,**.aircraft[*].mobility.constraintAreaMaxZ,18000m,
scenario_200-5-20210826-14:55:46-18856,param,,,**.aircraft[*].mobility.typename,"""BonnMotionMobility""",
scenario_200-5-20210826-14:55:46-18856,param,,,**.aircraft[*].mobility.traceFile,"""Simulation_data_100_aircraft/mobility.txt""",
scenario_200-5-20210826-14:55:46-18856,param,,,**.aircraft[*].mobility.is3D,true,
scenario_200-5-20210826-14:55:46-18856,param,,,**.aircraft[*].mobility.nodeId,-1,
scenario_200-5-20210826-14:55:46-18856,param,,,*.scenarioManager.script,"xmldoc(""Simulation_data_100_aircraft/scenario.xml"")",
scenario_200-5-20210826-14:55:46-18856,param,,,**.ipv4.arp.typename,"""GlobalArp""",
scenario_200-5-20210826-14:55:46-18856,param,,,**.**.bitrate,100Mbps,
scenario_200-5-20210826-14:55:46-18856,param,,,**.configurator.typename,"""HostAutoConfigurator""",
scenario_200-5-20210826-14:55:46-18856,param,,,**.configurator.interfaces,"""wlan0""",
scenario_200-5-20210826-14:55:46-18856,param,,,**.wlan[0].radio.transmitter.communicationRange,800000m,
scenario_200-5-20210826-14:55:46-18856,param,,,**.wlan[0].radio.receiver.ignoreInterference,true,
scenario_200-5-20210826-14:55:46-18856,param,,,**.wlan[*].radio.transmitter.interferenceRange,0m,
scenario_200-5-20210826-14:55:46-18856,param,,,**.wlan[*].radio.transmitter.detectionRange,800000m,
scenario_200-5-20210826-14:55:46-18856,param,,,**.wlan[0].radio.typename,"""TraceBasedRadio""",
scenario_200-5-20210826-14:55:46-18856,param,,,**.wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
scenario_200-5-20210826-14:55:46-18856,param,,,**.wlan[0].radio.receiver.Tx_power,42,
scenario_200-5-20210826-14:55:46-18856,param,,,**.wlan[0].radio.receiver.Tx_antenna_gain,3,
scenario_200-5-20210826-14:55:46-18856,param,,,**.wlan[0].radio.receiver.Rx_antenna_gain,3,
scenario_200-5-20210826-14:55:46-18856,param,,,**.wlan[0].radio.receiver.Tx_loss,4,
scenario_200-5-20210826-14:55:46-18856,param,,,**.wlan[0].radio.receiver.Rx_loss,4,
scenario_200-5-20210826-14:55:46-18856,param,,,**.wlan[0].radio.receiver.Noise_figure,6,
scenario_200-5-20210826-14:55:46-18856,param,,,**.wlan[0].radio.receiver.Thermal_noise_density,-174,
scenario_200-5-20210826-14:55:46-18856,param,,,**.wlan[0].radio.receiver.frequency,960,
scenario_200-5-20210826-14:55:46-18856,param,,,**.wlan[0].radio.receiver.SNR_margin,0,
scenario_200-5-20210826-14:55:46-18856,param,,,**.wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
scenario_200-5-20210826-14:55:46-18856,param,,,**.wlan[*].typename,"""TdmaInterface""",
scenario_200-5-20210826-14:55:46-18856,param,,,**.slotDuration,2ms,
scenario_200-5-20210826-14:55:46-18856,param,,,**.frameLength,10,
scenario_200-5-20210826-14:55:46-18856,param,,,**.wlan[*].mac.headerLength,23B,
scenario_200-5-20210826-14:55:46-18856,param,,,**.wlan[*].mac.ackTimeout,1.99ms,
scenario_200-5-20210826-14:55:46-18856,param,,,**.wlan[*].mac.numRetries,0,
scenario_200-5-20210826-14:55:46-18856,param,,,**.rlc.typename,"""DummyRlc""",
scenario_200-5-20210826-14:55:46-18856,param,,,*.aircraft[*].numApps,1,
scenario_200-5-20210826-14:55:46-18856,param,,,*.aircraft[*].app[*].typename,"""UdpTraceBasedApp""",
scenario_200-5-20210826-14:55:46-18856,param,,,*.aircraft[*].app[0].destAddresses,"""groundStation""",
scenario_200-5-20210826-14:55:46-18856,param,,,*.aircraft[*].app[0].traceFile,"""Simulation_data_100_aircraft/data-traffic/data_aircraft_"" + string(parentIndex()) + "".csv""",
scenario_200-5-20210826-14:55:46-18856,param,,,*.aircraft[*].app[0].destPort,1000,
scenario_200-5-20210826-14:55:46-18856,param,,,*.aircraft[*].app[0].messageLength,1000B,
scenario_200-5-20210826-14:55:46-18856,param,,,*.groundStation.numApps,1,
scenario_200-5-20210826-14:55:46-18856,param,,,*.groundStation.app[*].typename,"""UdpSink""",
scenario_200-5-20210826-14:55:46-18856,param,,,*.groundStation.app[*].localPort,1000,
scenario_200-1-20210826-14:53:48-19920,runattr,,,configname,scenario_200,
scenario_200-1-20210826-14:53:48-19920,runattr,,,datetime,20210826-14:53:48,
scenario_200-1-20210826-14:53:48-19920,runattr,,,experiment,scenario_200,
scenario_200-1-20210826-14:53:48-19920,runattr,,,inifile,omnet-summit.ini,
scenario_200-1-20210826-14:53:48-19920,runattr,,,iterationvars,,
scenario_200-1-20210826-14:53:48-19920,runattr,,,iterationvarsf,,
scenario_200-1-20210826-14:53:48-19920,runattr,,,measurement,,
scenario_200-1-20210826-14:53:48-19920,runattr,,,network,example_simulation,
scenario_200-1-20210826-14:53:48-19920,runattr,,,processid,19920,
scenario_200-1-20210826-14:53:48-19920,runattr,,,repetition,1,
scenario_200-1-20210826-14:53:48-19920,runattr,,,replication,#1,
scenario_200-1-20210826-14:53:48-19920,runattr,,,resultdir,results,
scenario_200-1-20210826-14:53:48-19920,runattr,,,runnumber,1,
scenario_200-1-20210826-14:53:48-19920,runattr,,,seedset,1,
scenario_200-1-20210826-14:53:48-19920,param,,,**.aircraft[*].mobility.typename,"""BonnMotionMobility""",
scenario_200-1-20210826-14:53:48-19920,param,,,**.aircraft[*].mobility.traceFile,"""Simulation_data_200_aircraft/mobility.txt""",
scenario_200-1-20210826-14:53:48-19920,param,,,**.aircraft[*].mobility.is3D,true,
scenario_200-1-20210826-14:53:48-19920,param,,,**.aircraft[*].mobility.nodeId,-1,
scenario_200-1-20210826-14:53:48-19920,param,,,*.scenarioManager.script,"xmldoc(""Simulation_data_200_aircraft/scenario.xml"")",
scenario_200-1-20210826-14:53:48-19920,param,,,*.aircraft[*].numApps,1,
scenario_200-1-20210826-14:53:48-19920,param,,,*.aircraft[*].app[*].typename,"""UdpTraceBasedApp""",
scenario_200-1-20210826-14:53:48-19920,param,,,*.aircraft[*].app[0].destAddresses,"""groundStation""",
scenario_200-1-20210826-14:53:48-19920,param,,,*.aircraft[*].app[0].traceFile,"""Simulation_data_200_aircraft/data-traffic/data_aircraft_"" + string(parentIndex()) + "".csv""",
scenario_200-1-20210826-14:53:48-19920,param,,,*.aircraft[*].app[0].destPort,1000,
scenario_200-1-20210826-14:53:48-19920,param,,,*.aircraft[*].app[0].messageLength,1000B,
scenario_200-1-20210826-14:53:48-19920,param,,,*.groundStation.numApps,1,
scenario_200-1-20210826-14:53:48-19920,param,,,*.groundStation.app[*].typename,"""UdpSink""",
scenario_200-1-20210826-14:53:48-19920,param,,,*.groundStation.app[*].localPort,1000,
scenario_200-1-20210826-14:53:48-19920,param,,,**.aircraft[*].mobility.constraintAreaMinX,0m,
scenario_200-1-20210826-14:53:48-19920,param,,,**.aircraft[*].mobility.constraintAreaMaxX,3000000m,
scenario_200-1-20210826-14:53:48-19920,param,,,**.aircraft[*].mobility.constraintAreaMinY,0m,
scenario_200-1-20210826-14:53:48-19920,param,,,**.aircraft[*].mobility.constraintAreaMaxY,1000000m,
scenario_200-1-20210826-14:53:48-19920,param,,,**.aircraft[*].mobility.constraintAreaMinZ,0m,
scenario_200-1-20210826-14:53:48-19920,param,,,**.aircraft[*].mobility.constraintAreaMaxZ,18000m,
scenario_200-1-20210826-14:53:48-19920,param,,,**.aircraft[*].mobility.typename,"""BonnMotionMobility""",
scenario_200-1-20210826-14:53:48-19920,param,,,**.aircraft[*].mobility.traceFile,"""Simulation_data_100_aircraft/mobility.txt""",
scenario_200-1-20210826-14:53:48-19920,param,,,**.aircraft[*].mobility.is3D,true,
scenario_200-1-20210826-14:53:48-19920,param,,,**.aircraft[*].mobility.nodeId,-1,
scenario_200-1-20210826-14:53:48-19920,param,,,*.scenarioManager.script,"xmldoc(""Simulation_data_100_aircraft/scenario.xml"")",
scenario_200-1-20210826-14:53:48-19920,param,,,**.ipv4.arp.typename,"""GlobalArp""",
scenario_200-1-20210826-14:53:48-19920,param,,,**.**.bitrate,100Mbps,
scenario_200-1-20210826-14:53:48-19920,param,,,**.configurator.typename,"""HostAutoConfigurator""",
scenario_200-1-20210826-14:53:48-19920,param,,,**.configurator.interfaces,"""wlan0""",
scenario_200-1-20210826-14:53:48-19920,param,,,**.wlan[0].radio.transmitter.communicationRange,800000m,
scenario_200-1-20210826-14:53:48-19920,param,,,**.wlan[0].radio.receiver.ignoreInterference,true,
scenario_200-1-20210826-14:53:48-19920,param,,,**.wlan[*].radio.transmitter.interferenceRange,0m,
scenario_200-1-20210826-14:53:48-19920,param,,,**.wlan[*].radio.transmitter.detectionRange,800000m,
scenario_200-1-20210826-14:53:48-19920,param,,,**.wlan[0].radio.typename,"""TraceBasedRadio""",
scenario_200-1-20210826-14:53:48-19920,param,,,**.wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
scenario_200-1-20210826-14:53:48-19920,param,,,**.wlan[0].radio.receiver.Tx_power,42,
scenario_200-1-20210826-14:53:48-19920,param,,,**.wlan[0].radio.receiver.Tx_antenna_gain,3,
scenario_200-1-20210826-14:53:48-19920,param,,,**.wlan[0].radio.receiver.Rx_antenna_gain,3,
scenario_200-1-20210826-14:53:48-19920,param,,,**.wlan[0].radio.receiver.Tx_loss,4,
scenario_200-1-20210826-14:53:48-19920,param,,,**.wlan[0].radio.receiver.Rx_loss,4,
scenario_200-1-20210826-14:53:48-19920,param,,,**.wlan[0].radio.receiver.Noise_figure,6,
scenario_200-1-20210826-14:53:48-19920,param,,,**.wlan[0].radio.receiver.Thermal_noise_density,-174,
scenario_200-1-20210826-14:53:48-19920,param,,,**.wlan[0].radio.receiver.frequency,960,
scenario_200-1-20210826-14:53:48-19920,param,,,**.wlan[0].radio.receiver.SNR_margin,0,
scenario_200-1-20210826-14:53:48-19920,param,,,**.wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
scenario_200-1-20210826-14:53:48-19920,param,,,**.wlan[*].typename,"""TdmaInterface""",
